Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Under 30,Gender,Senior Citizen,Married,Dependents,Number of Dependents
Yes,7,56,Yes,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,61.3,3346.8,0,0,1063.44,No,Female,No,Yes,Yes,3
Yes,7,6,No,No,Yes,DSL,No,Yes,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,40.55,217.5,0,22,0,No,Female,No,Yes,Yes,2
No,0,32,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,607.7,0,0,1328.64,No,Male,No,No,No,0
Yes,3,50,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,108.25,5431.4,0,1032,2079,No,Male,No,Yes,Yes,1
Yes,2,58,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.05,6004.85,0,0,1961.56,No,Male,No,Yes,Yes,2
Yes,3,65,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,90.45,5957.9,0,834,1849.9,No,Female,No,Yes,Yes,1
No,0,64,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,86.4,5442.05,0,0,545.28,Yes,Female,No,No,No,0
Yes,5,66,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,66.9,4370.25,0,48.07,2930.4,No,Female,No,Yes,No,0
Yes,9,38,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.7,4428.6,0,66.43,1599.04,No,Male,No,Yes,No,0
Yes,2,20,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20,416.45,0,0,383,Yes,Female,No,Yes,No,0
No,0,60,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,No,One Year,Yes,Credit Card,70.15,4224.7,0,84,2332.8,No,Female,No,No,No,0
Yes,6,50,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.05,4042.2,0,0,2459,No,Female,No,Yes,Yes,3
Yes,2,72,No,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,49.2,3580.95,0,537,0,No,Female,No,Yes,No,0
Yes,9,60,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.5,1198.8,0,0,1877.4,Yes,Male,No,Yes,No,0
No,0,46,No,No,Yes,Cable,Yes,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,38.25,1755.35,0,35,0,No,Male,No,No,No,0
Yes,4,69,No,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,54.95,3772.5,0,0,0,No,Female,No,Yes,Yes,3
Yes,2,19,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,357.7,0,0,616.93,No,Male,No,Yes,Yes,3
Yes,1,71,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9,1397.3,0,0,1454.79,Yes,Female,No,Yes,Yes,2
Yes,9,12,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6,959.9,0,0,468,No,Male,No,Yes,No,0
No,0,44,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,85.25,3704.15,0,0,2181.08,No,Male,No,No,No,0
Yes,10,56,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,81.25,4620.4,0,0,1450.4,No,Female,No,Yes,Yes,2
Yes,4,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,115.5,8312.75,0,6318,1751.04,Yes,Female,No,Yes,No,0
No,0,11,Yes,Yes,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79,929.3,0,44.61,110.66,Yes,Female,No,No,No,0
No,0,72,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.8,1521.2,0,0,1686.96,No,Male,No,No,No,0
Yes,9,56,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,No,Two Year,No,Credit Card,59.5,3389.25,0,576,1990.8,No,Male,No,Yes,No,0
Yes,10,34,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.45,3414.65,0,0,1199.86,Yes,Female,No,Yes,No,0
No,0,35,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.6,754,0,0,1470.7,Yes,Male,No,No,No,0
No,0,22,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.3,467.15,0,0,506.66,Yes,Male,No,No,No,0
No,0,9,No,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,One Year,No,Credit Card,39.55,373,0,71,0,No,Male,No,No,No,0
No,0,23,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.45,481.1,0,0,1061.91,No,Male,No,No,No,0
Yes,5,68,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.25,1728.2,0,0,1552.44,No,Male,No,Yes,No,0
Yes,1,33,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,91.25,2964.05,0,504,884.4,No,Male,No,Yes,No,0
No,0,31,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,72.45,2156.25,0,582,1278.13,No,Male,No,No,No,0
No,0,56,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.7,1051.9,0,0,1841.28,No,Female,No,No,No,0
No,0,66,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,75.1,5013,0,380.99,1947,No,Male,No,Yes,Yes,3
Yes,3,72,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25,1738.9,0,0,1370.88,Yes,Male,No,Yes,Yes,2
Yes,5,58,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.55,5511.65,0,0,2362.92,No,Female,No,Yes,Yes,2
No,0,37,No,No,Yes,DSL,No,No,No,No,Yes,No,No,No,Two Year,No,Credit Card,35.8,1316.9,0,329,0,No,Male,No,No,No,0
No,0,71,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.15,7993.3,0,0,2016.4,Yes,Female,No,No,No,0
Yes,5,1,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.85,19.85,0,0,47.46,No,Male,No,Yes,Yes,1
Yes,7,35,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,666,0,0,848.05,No,Male,No,Yes,Yes,2
Yes,5,6,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.7,94.45,0,0,264.78,No,Female,No,Yes,Yes,3
Yes,5,69,Yes,No,Yes,Cable,No,Yes,Yes,Yes,No,No,No,No,One Year,No,Bank Withdrawal,59.1,4134.7,0,786,999.12,No,Female,No,Yes,Yes,1
Yes,2,53,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,91.15,4862.5,0,0,2235.54,Yes,Female,No,Yes,No,0
No,0,5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.95,351.5,0,0,93.25,No,Female,No,Yes,No,0
No,0,2,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,51.55,106.2,0,29,37.22,Yes,Female,No,No,Yes,1
No,0,62,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.4,1413,0,0,1088.72,No,Male,No,No,Yes,1
Yes,9,19,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,1743.05,0,0,202.92,No,Female,No,Yes,No,0
No,0,9,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,70.05,657.5,0,158,434.25,No,Male,No,No,No,0
No,0,53,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.5,1050.5,0,0,1281.01,Yes,Male,No,No,No,0
No,0,5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,78.75,426.35,0,0,164.55,No,Male,No,No,No,0
No,0,1,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.55,19.55,0,0,10.2,No,Female,No,No,No,0
No,0,72,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.65,7634.8,0,0,782.64,No,Male,No,No,No,0
Yes,2,4,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,54.7,235.05,0,7,27.08,No,Female,No,Yes,No,0
No,0,59,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,54.15,3116.15,0,28.05,2919.32,No,Male,No,No,No,0
Yes,3,3,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20,49.65,0,0,93.18,No,Male,No,Yes,No,0
Yes,4,49,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,99.25,4920.8,0,1329,1662.57,Yes,Male,No,Yes,No,0
No,0,2,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.35,46.35,0,0,88.68,No,Male,No,No,No,0
Yes,6,55,Yes,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.75,5276.1,0,0,1371.15,No,Female,No,Yes,No,0
Yes,4,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.05,8289.2,0,0,418.32,No,Male,No,Yes,Yes,1
Yes,6,10,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.8,196.75,0,0,190.5,No,Female,No,Yes,Yes,1
Yes,5,72,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.85,5824.75,0,0,699.84,No,Female,No,Yes,Yes,2
No,0,28,Yes,No,Yes,DSL,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,54.65,1517.5,0,106,716.52,No,Female,No,No,No,0
Yes,3,38,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,91.7,3479.05,0,313,482.98,No,Male,No,Yes,No,0
No,0,61,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,118.6,7365.7,0,3094,2365.58,Yes,Female,No,No,No,0
Yes,6,52,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.55,1331.05,0,0,1536.6,No,Male,No,Yes,Yes,1
No,0,67,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.45,1195.95,0,0,606.35,No,Male,No,No,No,0
No,0,34,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.15,3946.9,0,0,933.98,Yes,Female,No,No,Yes,3
No,0,54,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,80.6,4299.95,0,1204,1980.72,No,Female,No,No,No,0
Yes,7,1,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.3,20.3,0,0,6.64,No,Female,No,Yes,No,0
No,0,46,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,4391.25,0,0,805.46,Yes,Female,No,No,Yes,2
Yes,7,55,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,One Year,Yes,Credit Card,75,4213.9,0,2149,1842.5,Yes,Female,No,Yes,Yes,2
No,0,1,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,19.9,0,0,1.5,Yes,Female,No,No,No,0
Yes,1,58,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.3,4916.4,0,290.07,1813.66,Yes,Female,No,Yes,No,0
Yes,10,56,No,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,54.05,2959.8,0,88.79,0,Yes,Male,No,Yes,No,0
Yes,5,72,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,104.9,7559.55,0,4309,500.4,No,Male,No,Yes,Yes,3
No,0,22,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,83.05,1799.3,0,288,252.12,No,Male,No,No,No,0
No,0,39,No,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,41.1,1597.05,0,12.78,0,No,Female,No,No,No,0
No,0,12,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,45,524.35,0,68,433.32,No,Female,No,No,No,0
Yes,8,54,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,74.55,4191.45,0,1048,765.72,No,Male,No,Yes,No,0
No,0,18,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,40.2,711.95,0,0,0,Yes,Female,No,No,No,0
Yes,7,32,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,70.5,2201.75,0,0,1422.4,No,Male,No,Yes,No,0
No,0,41,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.75,806.95,0,0,1535.86,No,Female,No,No,No,0
Yes,6,67,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.65,1620.45,0,0,965.47,No,Male,No,Yes,Yes,2
Yes,4,65,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,6812.95,0,0,2678,No,Male,No,Yes,No,0
No,0,25,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.35,1837.9,0,0,701.25,Yes,Female,No,No,No,0
Yes,6,67,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.7,7344.45,0,0,1187.24,No,Female,No,Yes,No,0
No,0,24,Yes,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,2283.15,0,0,853.44,No,Female,No,No,No,0
Yes,2,69,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.2,1376.5,0,0,1624.95,Yes,Male,No,Yes,Yes,1
No,0,37,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.3,755.4,0,0,378.51,Yes,Female,No,No,Yes,3
Yes,4,20,No,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,39.4,825.4,0,0,0,No,Male,No,Yes,Yes,1
No,0,7,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,69.15,488.65,0,34,147.84,No,Male,No,No,No,0
No,0,41,No,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,51.35,2075.1,0,0,0,No,Male,No,No,No,0
No,0,54,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,100.05,5299.65,0,1060,1850.58,No,Female,No,No,No,0
No,0,53,Yes,No,Yes,Cable,No,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,94.45,5042.75,0,303,1795.64,No,Female,No,No,No,0
Yes,2,18,No,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,46.4,812.4,0,47.93,0,Yes,Male,No,Yes,Yes,2
Yes,1,64,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,104.05,6605.55,0,528,304.64,No,Male,No,Yes,No,0
No,0,20,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,24.9,505.95,0,0,0,No,Female,No,No,No,0
Yes,7,57,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,59.6,3509.4,0,2035,829.35,No,Male,No,Yes,Yes,3
No,0,13,No,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,40.55,590.35,0,336,0,No,Male,No,Yes,Yes,3
Yes,8,57,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.75,1123.15,0,0,1689.48,No,Male,No,Yes,Yes,2
Yes,8,71,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,113.15,7953.25,0,239,1928.36,No,Male,No,Yes,No,0
Yes,1,7,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,48.8,349.8,0,98,63.7,No,Female,No,Yes,Yes,2
No,0,16,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,63.05,1067.05,0,245,683.68,No,Female,No,No,No,0
Yes,8,34,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.85,3527.3,0,0,1140.7,Yes,Male,No,Yes,No,0
No,0,16,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.55,1248.9,0,100,546.88,No,Male,No,No,No,0
No,0,48,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,64.4,3035.35,0,0,1259.52,No,Male,No,No,Yes,3
Yes,9,58,Yes,No,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.2,4300.8,0,0,2050.3,No,Male,No,Yes,Yes,2
Yes,7,72,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,84.9,6065.3,0,1152,96.48,No,Female,No,Yes,No,0
No,0,7,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.3,144.95,0,0,51.24,No,Female,No,No,No,0
No,0,30,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,No,Credit Card,74.65,2308.6,0,300,126.6,No,Female,No,No,No,0
No,0,31,Yes,Yes,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,59.05,1882.8,0,39.54,890.32,No,Male,No,Yes,No,0
Yes,4,50,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.55,1067.65,0,0,2345.5,No,Male,No,Yes,No,0
Yes,10,28,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.55,2065.4,0,0,613.48,No,Male,No,Yes,No,0
No,0,66,No,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,62.5,4136.4,0,620,0,No,Female,No,No,No,0
Yes,2,41,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.9,3848,0,2270,1770.79,Yes,Female,No,Yes,Yes,3
No,0,7,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,173.15,0,0,113.4,Yes,Female,No,No,No,0
Yes,6,38,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,781.25,0,0,108.68,Yes,Female,No,Yes,Yes,2
No,0,44,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.05,4510.8,0,0,1686.52,Yes,Male,No,No,No,0
Yes,7,47,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,113.45,5317.8,0,0,431.93,No,Male,No,Yes,Yes,1
Yes,5,53,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,4779.45,0,0,1289.49,Yes,Male,No,Yes,Yes,2
Yes,7,4,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,65.6,250.1,0,8,40.52,No,Male,No,Yes,No,0
No,0,24,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,49.7,1167.8,0,852,928.32,Yes,Male,No,No,No,0
Yes,8,15,No,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,30.2,469.65,0,75,0,No,Male,No,Yes,Yes,2
No,0,24,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,56.35,1381.2,0,0,724.32,No,Female,No,No,No,0
No,0,33,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,107.55,3645.5,0,437,1639.77,No,Female,No,No,No,0
Yes,9,58,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.85,1158.85,0,0,684.98,No,Female,No,Yes,Yes,3
Yes,9,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,95.9,6954.15,0,0,853.2,Yes,Female,No,Yes,Yes,3
Yes,4,71,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,23.85,1672.1,0,0,1504.49,No,Female,No,Yes,No,0
Yes,5,51,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,83.85,4307.1,0,176.59,351.39,Yes,Male,No,Yes,No,0
No,0,14,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,No,Bank Withdrawal,76.1,1054.8,0,548,514.22,Yes,Male,No,No,Yes,3
Yes,9,72,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,74.55,5430.65,0,0,1572.48,No,Female,No,Yes,Yes,3
Yes,4,22,No,No,Yes,Cable,No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,39.2,849.9,0,161,0,No,Female,No,Yes,Yes,1
No,0,2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.55,151.75,0,0,51.12,No,Female,No,No,No,0
No,0,15,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,299.4,0,0,598.05,No,Female,No,No,No,0
Yes,1,51,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.55,1086.75,0,0,1476.96,No,Male,No,Yes,Yes,1
Yes,1,70,No,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,39.15,2692.75,0,48.47,0,No,Male,No,Yes,No,0
Yes,1,71,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.1,1389.6,0,0,2203.13,No,Female,No,Yes,Yes,2
Yes,1,39,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.95,3767.4,0,0,950.82,No,Female,No,Yes,Yes,3
Yes,1,61,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,59.8,3641.5,0,1092,1628.7,Yes,Female,No,Yes,Yes,1
No,0,52,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.75,2535.55,0,203,2024.36,No,Female,No,No,No,0
Yes,1,64,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,108.5,6880.85,0,4885,256.64,Yes,Male,No,Yes,No,0
Yes,1,62,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,60.15,3753.2,0,0,2089.4,No,Male,No,Yes,No,0
Yes,1,30,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.05,637.55,0,0,341.4,No,Male,No,Yes,No,0
No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.55,44.55,0,0,23.04,Yes,Female,No,No,No,0
Yes,1,15,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.45,1539.8,0,0,279,No,Male,No,Yes,No,0
Yes,1,27,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,80.65,2209.75,0,0,424.17,No,Male,No,Yes,Yes,3
